invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,VAT,total,date,time,payment_method,cogs,gross_margin_percentage,gross_income,rating,time_of_day,day_name,month_name,review
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.63,2019-01-29,15:48:00,Cash,139.65,4.761904716,6.9825,5.9,Afternoon,Tuesday,January,Good
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.68,2019-01-20,15:55:00,Cash,723.5,4.761904716,36.175,5.4,Afternoon,Sunday,January,Good
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.79,2019-03-21,16:21:00,Ewallet,304.56,4.761904716,15.228,8.8,Evening,Thursday,March,Best
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.95,2019-02-17,19:41:00,Cash,882.81,4.761904716,44.1405,9.3,Evening,Sunday,February,Best
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.74,2019-01-23,11:22:00,Credit card,591.18,4.761904716,29.559,4.0,Morning,Wednesday,January,Better
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57:00,Credit card,440.2,4.761904716,22.01,9.6,Evening,Wednesday,March,Best
829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38,10,35.69,749.49,2019-03-29,19:21:00,Cash,713.8,4.761904716,35.69,5.7,Evening,Friday,March,Good
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.73,2019-03-19,11:30:00,Credit card,163.55,4.761904716,8.1775,9.9,Morning,Tuesday,March,Best
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.59,2019-01-19,20:29:00,Ewallet,271.04,4.761904716,13.552,9.6,Evening,Saturday,January,Best
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.92,2019-01-26,18:22:00,Cash,361.83,4.761904716,18.0915,5.5,Evening,Saturday,January,Good
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.8,2019-01-08,18:06:00,Ewallet,25.52,4.761904716,1.276,7.8,Evening,Tuesday,January,Good
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.81,2019-01-25,11:05:00,Cash,74.1,4.761904716,3.705,9.2,Morning,Friday,January,Best
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.89,2019-01-06,11:51:00,Cash,297.99,4.761904716,14.8995,6.8,Morning,Sunday,January,Good
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.01,2019-03-05,17:43:00,Cash,163.82,4.761904716,8.191,7.8,Evening,Tuesday,March,Good
848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2005,235.21,2019-03-15,15:36:00,Cash,224.01,4.761904716,11.2005,7.4,Afternoon,Friday,March,Good
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.3,2019-02-18,13:28:00,Cash,618.38,4.761904716,30.919,6.6,Afternoon,Monday,February,Good
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.32,2019-03-19,13:25:00,Ewallet,675.54,4.761904716,33.777,6.2,Afternoon,Tuesday,March,Good
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,2019-03-23,10:55:00,Ewallet,155.0,4.761904716,7.75,8.0,Morning,Saturday,March,Good
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.28,2019-01-06,13:35:00,Ewallet,258.36,4.761904716,12.918,9.3,Afternoon,Sunday,January,Best
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.55,2019-03-23,10:13:00,Ewallet,25.29,4.761904716,1.2645,6.1,Morning,Saturday,March,Good
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.9,2019-01-25,14:19:00,Ewallet,159.9,4.761904716,7.995,7.5,Afternoon,Friday,January,Good
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.23,2019-03-28,16:06:00,Ewallet,500.22,4.761904716,25.011,4.5,Evening,Thursday,March,Better
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.89,2019-03-02,16:16:00,Credit card,78.94,4.761904716,3.947,5.0,Evening,Saturday,March,Better
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.15,2019-02-22,15:15:00,Cash,244.9,4.761904716,12.245,8.1,Afternoon,Friday,February,Best
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.75,2019-01-28,17:35:00,Cash,80.71,4.761904716,4.0355,8.1,Evening,Monday,January,Best
865-92-6136,A,Yangon,Normal,Male,Food and beverages,52.75,3,7.9125,166.16,2019-03-23,10:16:00,Ewallet,158.25,4.761904716,7.9125,9.3,Morning,Saturday,March,Best
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.53,2019-02-19,19:38:00,Credit card,626.22,4.761904716,31.311,7.8,Evening,Tuesday,February,Good
870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,5,8.0625,169.31,2019-01-27,13:26:00,Cash,161.25,4.761904716,8.0625,9.0,Afternoon,Sunday,January,Best
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.71,2019-02-01,10:08:00,Credit card,71.15,4.761904716,3.5575,4.4,Morning,Friday,February,Better
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.43,2019-02-16,10:33:00,Credit card,173.74,4.761904716,8.687,7.1,Morning,Saturday,February,Good
873-51-0671,A,Yangon,Member,Female,Sports and travel,21.98,7,7.693,161.55,2019-01-10,16:42:00,Ewallet,153.86,4.761904716,7.693,5.1,Evening,Thursday,January,Best
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,166.64,2019-03-13,16:40:00,Cash,158.7,4.761904716,7.935,5.8,Evening,Wednesday,March,Good
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,11:51:00,Ewallet,225.6,4.761904716,11.28,4.8,Morning,Tuesday,February,Better
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17,19:53:00,Ewallet,769.2,4.761904716,38.46,5.6,Evening,Sunday,March,Good
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.49,2019-01-19,15:28:00,Credit card,269.04,4.761904716,13.452,8.0,Afternoon,Saturday,January,Good
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.44,2019-03-23,13:14:00,Ewallet,734.7,4.761904716,36.735,9.5,Afternoon,Saturday,March,Best
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.73,2019-03-06,10:36:00,Ewallet,79.74,4.761904716,3.987,7.3,Morning,Wednesday,March,Good
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,2019-03-22,19:06:00,Credit card,282.8,4.761904716,14.14,4.5,Evening,Friday,March,Better
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.01,2019-01-15,17:24:00,Cash,68.58,4.761904716,3.429,7.7,Evening,Tuesday,January,Good
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.87,2019-01-25,20:24:00,Ewallet,236.07,4.761904716,11.8035,5.9,Evening,Friday,January,Good
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28:00,Ewallet,141.6,4.761904716,7.08,6.2,Afternoon,Monday,March,Good
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.39,2019-01-26,12:43:00,Cash,21.32,4.761904716,1.066,5.9,Afternoon,Saturday,January,Good
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49:00,Ewallet,687.6,4.761904716,34.38,7.5,Afternoon,Tuesday,March,Good
